text_indice	batch	text	DMesure	gold_score_20	gold_score_20_std	gold_score_20_label	gold_label_trunc	gold_label_maj	ANNOT1_LEVEL	ANNOT1_SUBLEVEL	ANNOT2_LEVEL	ANNOT2_SUBLEVEL	ANNOT3_LEVEL	ANNOT3_SUBLEVEL	old_gold_score_20_label	old_gold_label_trunc	old_gold_label_maj
1664	8_2	Définitions    APÔTRES : 12 personnes amies de Jésus qui partagent la religion en parlant de Jésus à tout le monde.    ARCHITECTURE : C’est l’art ou la façon de construire les bâtiments, une maison, une église, etc.    GOTHIQUE : C’est une forme d’architecture entre le 12ème et 16ème siècle, par exemple Notre-Dame de Paris ou la Sainte-Chapelle sont gothiques. Elles sont très hautes avec des arcs.    MOYEN-ÂGE : Période de 476 jusqu’au 15ème siècle et de la construction des cathédrales gothiques.    NEF : C’est la partie intérieure d’une église qui se trouve au centre. Autrement dit, « nef » c’est la partie centrale intérieure d’une église.    ORATOIRE : C’est un lieu de prière qui est un peu à l’écart, c’est comme une petite chapelle. On le trouve dans la chapelle haute.    source : Amusez-vous à la Sainte Chapelle !, Centre des monuments nationaux	Très Facile	6.833333333333333	3.8837267325770144	Facile	Facile	Facile	Facile	3	Facile	5	Très Facile	3	Facile	Très Facile	Facile
583	8_2	Ma journée    Le matin le soleil se lève.    Le matin, je me réveille vers 7h.  Le matin, je me lève à 7h30. (et demi)  Le matin, Je prends ma douche.    Puis, je me brosse les dents et je me coiffe(brosse) les cheveux.    Puis, je m’habille et je prends le petit déjeuner.  Le matin, les enfants partent à l’école.  Le matin, je fais des courses au magasin.  Le matin, je prépare le repas.     A midi, je mange.    L’après-midi, je fais une promenade dans le parc.    L’après-midi, je fais la lessive.    L’après-midi, je nettoie la maison ou l’appartement.    L’après-midi, je fais la vaisselle.    Vers 16h, les enfants rentrent de l’école.    Vers 16h, les enfants mangent un 4h.    Vers 16h, je bois une tasse de thé.    Le soir, vers 19h, nous mangeons ensemble.    Le soir, vers 20h, nous regardons la télévision ensemble.    Vers 23h, je vais me coucher. Bonne nuit !	Très Facile	4.166666666666667	3.3291640592396967	Très Facile	Très Facile	Très Facile	Facile	3	Très Facile	2	Très Facile	3	Très Facile	Très Facile	Très Facile
582	8_2	Mardi passé    Mardi passé, je me suis levée tôt.    J’ai pris un énorme sac et je suis partie au marché.    J’arrive près de l’arrêt du tram et… le tram démarre. Zut!  Alors, je repars à l’appart car je me dis: « Pas de nuages, pas de pluie! Le vélo sera plus rapide. »    Arrivée au marché, j’achète un tas de légumes:  des tomates, des pommes de terre, des carottes, des haricots et du basilic.    Je me dis: « Ce sera un super potage pour la famille! »    J’ai repris le vélo et… un chiot me suit, il va vite, il va me rattraper, il hurle: «Rrrwaf! Rrrwaf! » comme un malade.    Il va attaquer le vélo. Alors je m’arrête net. Catastrophe!      Le gros sac glisse du vélo sur le sol.    Les pommes de terre s’échappent sur la rue.    Les tomates s’écrasent sur la rue.    Les haricots s’étalent sur la rue.  Le pot de basilic éclate sur la rue.    Je ramasse les légumes abîmés vite, vite car le tram sonne, le bus râle, les voitures trépignent.    Je suis fâchée: Je me dis: « Mardi, pas de potage pour ma famille plutôt une bonne purée! »	Facile	7.0	5.196152422706632	Facile	Très Facile	Très Facile	Accessible	3	Très Facile	4	Très Facile	4	Facile	Très Facile	Facile
280	8_2	BULLETIN DE PREVISIONS METEOROLOGIQUES - La Réunion    Prévisions pour le mardi 12 décembre  La partition de la journée se décompose en trois temps. Le premier temps se déroule jusqu'en milieu de matinée. Le ciel est ensoleillé, un peu moins du côté de Saint-Benoit, Sainte-Rose et Saint-Philippe. Le second temps clôture ensuite la matinée. Les pentes du département s'ennuagent. Leurs sommets se limitent à une altitude de 2 000 m environ, laissant libres les différents pitons au dessus. Les trois cirques bénéficient à nouveau de belles éclaircies. Enfin, le dernier temps se déploie tout au long de l'après-midi. Mis à part sur la région de Saint-Pierre, le ciel est couvert sur le département. Les éclaircies des cirques se font plus discrètes. Des averses se déclenchent sur les pentes du Port, de Saint-Paul et de Saint-Gilles par exemple, mais elles sont souvent faibles surtout vis à vis de la saison. Quelques averses également du côté des pentes de l'Est. La fin de journée s'accompagne d'un assèchement de la masse d'air.    Le vent d'Est à Sud-Est est modéré avec des rafales d'une cinquantaine de km/h de Saint-Joseph à la Pointe au Sel, avec une tendance à remonter jusqu'au plages et sur le littoral nord de Saint-André au Cap Bernard. Partout ailleurs et même dans les hauts avec une petite tendance au secteur sud, les brises prédominent.    La mer reste agitée sur nos côtes méridionales même si la houle de sud poursuit son amortissement en devenant résiduelle au fil des heures. Elle est peu agitée sur le littoral Nord, Est et Nord-Ouest.    source : https://meteofrance.re	Accessible	18.0	1.7320508075688772	+Complexe	+Complexe	+Complexe	+Complexe	4	+Complexe	1	+Complexe	4	+Complexe	+Complexe	+Complexe
1684	8_2	Napoléon    Quelques définitions    Royauté  La royauté est un système politique où le chef d’un État porte le titre de roi.    Monarchie  La monarchie est un système politique où une seule personne exerce le pouvoir.    Révolution française (5 mai 1789 – 9 novembre 1799)  La Révolution française marque la fin de la royauté et la naissance de la République.  La Déclaration des droits de l’homme et du citoyen naît à cette période.  Elle proclame l’égalité de tous.    République  La république est la forme d’un État où les citoyens votent pour leurs représentants.  Les citoyens décident de l’organisation de l’État à la majorité.    Premier Empire (18 mai 1804 au 6 avril 1814 / 20 mars au 22 juin 1815)  Le Premier Empire est un système politique de la France.  Napoléon Bonaparte est proclamé empereur des français le 18 mai 1804.    Restauration  La Restauration, c’est le retour de la monarchie en France après la Révolution et l’Empire de Napoléon 1er.  Cette période s’étend de 1814 à 1830.    source : www.grandpalais.fr	Facile	10.0	7.0	Facile	Accessible	Accessible	Accessible	3	Accessible	5	Très Facile	2	Facile	Facile	Facile
1586	8_2	La Suisse : gouvernement et administration.    La Suisse est un État neutre, un puzzle politique composé de 23 cantons, dont 3 (Appenzell, Bâle et Unterwald) sont divisés en demi-cantons. Chacun d'eux peut se comparer à un petit État souverain, doté de son gouvernement, de son parlement, de ses lois propres et de son organigramme judiciaire. Les cantons eux-mêmes sont composés de 3000 municipalités qui disposent d'un certain degré d'autonomie. L'ensemble de ces structures forment la Confédération helvétique dont la capitale est Berne.    La Confédération est née il y a un peu plus de sept cents ans, en 1291. Des fermiers montagnards des cantons forestiers d'Uri, de Schwytz et d'Unterwald se sont réunis et se sont juré aide et assistance en vue de préserver leurs libertés traditionnelles contre les visées de la maison de Habsbourg. L'idée d'États unis sans sacrifice de leur souveraineté commençait à germer. Mais le premier État fédéral tel qu'on le connaît aujourd'hui ne s'est pas constitué avant 1848. Chaque canton dispose de son administration autonome. Sa souveraineté s'exerce dans les domaines de l'instruction publique, de la justice, de la police, des ponts et chaussées, de la fiscalité et de la culture. Les grands services : politique étrangère, défense nationale, politique économique, devises, chemins de fer, poste, sont du domaine dévolu à la Confédération.	Accessible	14.0	5.634713834792322	Accessible	+Complexe	+Complexe	+Complexe	2	+Complexe	3	Facile	3	Accessible	Accessible	Accessible
2062	8_2	Présentation de la destination Coeur de Nacre    La mer  La « Côte de Nacre » s’étend sur 16 kilomètres.  Ses plages de sable sont bordées de digues piétonnes.  Il est possible de se promener le long de la plage sur le chemin piétonnier ou sur le sable.  Il y a beaucoup de cabines de plage blanches.    Activités :  - plage et baignade  - club de plage et animations pour les enfants en juillet et août  - clubs de voile  - pêche à pied  - piscine  - balade le long du port et observation des bateaux    La nature  Randonnée :  - dans les parcs et jardins  - le long de la plage et des falaises    Vélo :  - à la campagne  - sur les pistes cyclables    A cheval :  Promenez-vous à cheval sur la plage ou en campagne.    L’histoire  Découvrez :  - les villages en pierres  - les stations du bord de mer.  - les belles maisons du 17ème et 18ème siècle  - les églises    source : Normandie Coeur de Nacre Tourisme	Très Facile	5.5	2.7838821814150108	Facile	Facile	Facile	Facile	3	Facile	1	Très Facile	3	Facile	Très Facile	Facile
973	8_2	Signez la pétition !    Pour les travailleurs de l'ESAT  Signez la pétition !  Pour signer, rendez-vous sur le site internet www.change.org    Aujourd’hui, nous avons besoin de vous.  Si vous voulez aider l'Adapei, vous pouvez signer une pétition.  On signe une pétition pour dire qu'on est d'accord ou pas sur une idée.  Aujourd’hui, il y a une pétition de l'Unapei sur le Ségur.  L’Adapei de l'Ardèche soutient la pétition de l'Unapei sur le Ségur.  Le Ségur est une loi qui va donner plus d'argent aux professionnels qui travaillent dans les hôpitaux ou les maisons de retraite par exemple.  Mais le Ségur ne donne pas plus d’argent aux professionnels de l’Adapei.  Alors, certains professionnels de l’Adapei risquent de partir travailler ailleurs.  Et il risque d’y avoir moins de professionnels pour s’occuper des personnes dans les établissements, comme les ESAT et les foyers.  Avec la pétition, l’Unapei veut changer la loi du Ségur.  Avec la pétition, l’Unapei veut que les professionnels des Adapei soient mieux payés.  Votre signature est importante.  Vous pouvez signer la pétition :  -> En demandant de l’aide à un professionnel  -> En scannant le QR code à droite avec votre téléphone    source : Adapei07 (Association Départementale des Parents et Amis de Personnes Handicapées Mentales)	Facile	11.5	3.5	Accessible	Accessible	Accessible	Accessible	3	Accessible	4	Facile	3	Accessible	Facile	Accessible
2037	8_2	Tanger, juillet 2000. Je vous écris de la terrasse d'une falaise. C'est un café, un des plus anciens cafés de Tanger. On y boit surtout du thé à la menthe. La salle est minuscule. Par terre, des nattes. [...] Au fond, par temps clair, on voit l'Espagne. Des maisons blanches, de la lumière, une vague figure de rêve. On a l'impression que l'Espagne ne nous voit pas ou ne nous regarde pas. Quand on vient au café Hafa, on ne pense pas à la traversée. On laisse le temps passer avec lenteur, avec une douceur rare que confirment les nombreux chats qui y trouvent refuge. Leur nonchalance, leur élégance rappellent que le temps est en nous. Alors on s'assoit, on cale la table et on se laisse aller à la gratuité. On est là pour le rien. Peut-être pour l'oubli. [...]    Je suis assis sous un figuier et je regarde le port. Des bateaux entrent, d'autres attendent au large. Autour de moi, des jeunes gens modestes jouent aux cartes, d'autres jouent au parché, un jeu espagnol. On lance un dé sur une marelle. Je ne suis pas doué pour le jeu. Alors je les observe avec amusement. [...] Le café est plein mais il est dispersé sur plusieurs niveaux. On ne voit pas les autres consommateurs. On les entend.  On entend aussi la radio et on sent par moments des effluves de kif.  Le propriétaire est un héros. Il a refusé toutes les offres et beaucoup d'argent pour céder ce lieu à une entreprise plus performante. Il a résisté. Qu'il soit remercié pour l'éternité.    Carte postale, Tahar Ben Jelloun © L'Express, 20/07/2000.	Accessible	14.5	2.29128784747792	Accessible	Accessible	Accessible	+Complexe	2	Accessible	4	Accessible	3	+Complexe	Accessible	Accessible
1155	8_2	"1 NUITÉE GRATUITE À OOSTENDE    - Rien ne presse... nous restons un jour de plus  Du 7 novembre au 5 avril, nous vous gâtons davantage. Lors d'une réservation de 3 nuitées avec l'arrivée le dimanche, lundi ou mardi, vous logerez la troisième nuit gratuitement. En outre, Tourisme Oostende vzw prévoit encore plus de petits avantages supplémentaires.  Un séjour de 3 nuits à partir de 134 EUR (à base d'une chambre double, petit déjeuner inclus).    LES AVANTAGES SUPPLÉMENTAIRES GRATUITS :  - Promenade digitale ""Le Parfum d'Oostende"" avec audio/vidéo (selon disponibilité).  - City Pass hivernal y compris accès à la Maison James Ensor, au Mercator, au Fort Napoleon et aux expositions au Mu.ZEE et aux Galeries Vénitiennes. Heures d'ouverture, voir www.Inuite gratuite.be;  - 1 fiche valable au Casino Kursaal et un cocktail de bienvenue dans le bar de la salle de jeu;  - Un café et un gâteau chez Domino;  - Ticket Hiver Glacial;  - Un assortiment de cartes postales;  - Le bouquin 200% Oostende.  Extra: Un pass de 3 jours pour tram et bus à moitié prix."	Facile	9.333333333333334	3.1754264805429417	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Facile	Facile	Facile
1287	8_2	Avec la promsoc, j'avance    Où se renseigner sur l'enseignement de promotion sociale et sur les formations organisées par les établissements ?  Direction générale de l'enseignement non obligatoire et de la recherche scientifique  Direction de l'enseignement de promotion sociale    Rue Adolphe Lavallée 1 1080 Bruxelles    Informations générales  Madame Najat BOUJMIL  tél:+32.(0)2/690.87.24  fax:+32.(0)2/690.87.32-  mail: najat.boujmil@cfwb.be    Responsable de la Direction  Monsieur François LEMAIRE  mail: f.lemaire@cfwb.be    Site internet: www.enseignement.be  (Système éducatif > Niveaux et types d'enseignement > Enseignement de promotion sociale)	Accessible	10.833333333333334	5.795112883571236	Accessible	Facile	Facile	Facile	3	Facile	2	+Complexe	3	Accessible	Facile	Accessible
866	8_2	CHAPITRE 1    La gare  Nicolas sort du train. Le soleil est là pour l'accueillir. Il marche sur le quai. Le ciel est bleu. La lumière est belle. C'est la fin de l'après-midi. Il aime cette lumière-là. Il aime cette chaleur qui fait ressortir l'odeur des fleurs et des arbres. Depuis tout petit, les odeurs sont importantes pour lui. L'odeur du linge propre, l'odeur de sa mère, l'odeur du potage aux tomates, du gâteau et du pain qui cuit dans le four, l'odeur de la pluie. Nicolas porte une valise et un gros sac. Il sort de la gare. L'arrivée de l'été lui fait du bien. Il regarde les autres voyageurs. En été, les gens font plus de sourires. Il se demande si, en été, les gens sont plus heureux. Sa valise et son sac sont lourds. Il traverse la petite ville de campagne où il est né. Il n'a pas envie de prendre un taxi. Il a besoin de marcher, cela lui fait du bien.    Il se demande s'il est heureux. Il sent que non. Il ne se sent pas heureux. Ses examens sont terminés. Ses études sont finies. Il revient chez lui, chez ses parents, avec son diplôme. Il a obtenu d'excellents résultats. Il est parmi les trois meilleurs. Mais il n'est pas heureux.    LA MAISON  Il est devant la grande maison de ses parents. Il n'a pas envie de revenir chez lui. Il sait que quelque chose de difficile va se passer. Il pousse la grille du jardin. Il marche dans l'allée qui mène à la porte d'entrée. Il entre sans faire de bruit. Tout semble si calme. Chez lui, depuis qu'il est tout petit, il n'y a pas de bruit. Les gens parlent doucement. Ils se déplacent comme des ombres dans cette maison sombre. Ici, on allume peu les lumières.    source : Un autre choix, Frédérique Dolphijn	Très Facile	9.166666666666666	3.3291640592396963	Facile	Facile	Facile	Accessible	3	Facile	2	Facile	3	Facile	Facile	Facile
1307	8_2	Vister le musée d'Evreux    Dans l'accueil du musée, je peux :  - prendre un ticket d'entrée gratuit pour visiter le musée.  - déposer mes affaires (manteau, sac à dos).  - acheter des souvenirs (cartes postales, livres, crayons…).    C'est quoi un musée ?  Dans un musée, on garde et on montre des œuvres d'art et des objets du passé.  Une œuvre d'art est un objet créé par un artiste.  Au musée, il y a beaucoup d'objets.  - des peintures  - des statues  - des photographies  - des dessins  - des meubles  - de la vaisselle  - des bijoux  - des armes  Ces objets sont fabriqués à différentes époques.  Il y a des œuvres très vieilles et des œuvres d'aujourd'hui.    La Salle 1  Vous pouvez voir dans cette salle des objets fabriqués dans le département de l'Eure.  Des tableaux et des statues montrent aussi :  - des personnes qui sont nées dans le département de l'Eure,  - des personnes qui ont habité dans le département de l'Eure.  On appelle cette salle, la salle de l'Eure.    source : Musée d'Evreux	Très Facile	7.166666666666667	1.0408329997330663	Facile	Facile	Facile	Facile	3	Facile	1	Facile	3	Facile	Facile	Facile
1455	8_2	Zéro déchets    Quelques trucs pour réduire le gaspillage  1.Faire une liste des courses après avoir regardé ce qui reste à manger.    2.Acheter la bonne quantité.    3.Utiliser une gourde et une boîte en plastique.    4.Préférer l’eau du robinet avec charbon actif ou billes d’argile.    5.Nettoyer les vitres, le sol et le WC avec du vinaigre.    6.Mettre les épluchures dans le sac orange.      Pour y arriver:  -Refuser tout ce qui est plastique comme les pailles, les couverts, les gobelets, les savons en bouteille plastique, les sacs de courses.  -Refuser le gaspillage des aliments.  -Refuser les produits jetables.    -Refuser les publicités.    -Réutiliser les sacs en tissu, les bouteilles en verre, les gourdes, les vêtements de seconde main, fruits et légumes secs en vrac, emballages en papier ou tissu, savon en brique, coton tige en métal, stylo à encre, louer livres et jeux.    -Réduire ses déchets : les trier pour leur donner une seconde vie. Dans le sac orange mettre toutes les épluchures de fruits et de légumes qui deviendront du compost.	Facile	10.833333333333334	3.3291640592396963	Accessible	Accessible	Accessible	Accessible	3	Facile	2	Accessible	3	Accessible	Facile	Accessible
479	9_1	Nohant, 31 mai 1831.  Vous me connaissez fort peu j'ose le dire, ma chère maman, il y a bien des années que nous n'avons vécu ensemble et souvent vous oubliez que j'ai 27 ans et que mon caractère a dû subir bien des changements depuis ma première jeunesse. Vous me supposez surtout un amour du plaisir, un besoin d'amusement et de distraction que je suis loin d'avoir. Ce n'est pas du monde, du bruit, des spectacles, de la parure qu'il me faut, c'est de la liberté d'être toute seule dans la rue et me dire à moi-même «Je dînerai à quatre heures ou à sept suivant mon bon plaisir, je passerai par le Luxembourg pour aller aux Tuileries, au lieu de passer par les Champs-Elysées, si tel est mon caprice», voilà de quoi m'amuser davantage que les fadeurs des hommes et la raideur des salons. Et puis quand je rencontre des coeurs qui ne me comprennent pas du tout, qui prennent mes innocentes fantaisies pour des vices hypocrites, je ne sais pas me donner la peine de les dissuader. Je sens que ces gens-là m'ennuient, me méconnaissent et m'outragent. Alors je ne réponds rien et je les plante là. Suis-je bien coupable? [...]    Mon Dieu! Quelle rage avons-nous donc ici-bas de nous tourmenter mutuellement, de nous reprocher aigrement nos défauts, de condamner sans pitié tout ce qui n'est pas taillé sur notre patron ? Vous, ma chère maman, dans votre vie vous avez souffert de l'intolérance, des fausses vertus, des gens à grands principes. Votre beauté, votre jeunesse, votre indépendance, votre caractère heureux et facile, combien ne les a-t-on pas noircis! et quelles amertumes ne sont pas venues empoisonner votre brillante destinée! [...]    D'après George Sand, Correspondance, 1812-1876	Accessible	17.666666666666668	1.5275252316519468	+Complexe	+Complexe	+Complexe	+Complexe	4	+Complexe	1	+Complexe	3	+Complexe	+Complexe	+Complexe
644	9_1	Ça y est, je suis rentrée dans le XXIe siècle, je suis connectée à Internet. Je surfe, je navigue, enfin pour l'instant je rame. Ça a commencé quand j'ai acheté l'ordinateur.    - Monsieur, je voudrais un Mac parce que PC, ça veut dire plante constamment.  - Mac ou PC, c'est pareil, dans trois mois, votre matériel sera obsolète. J'arrive.  - Faut peut-être mieux que j'attende trois mois ?  - C'est pareil madame, avec l'informatique, tout va vite, tout va très très vite.  C'est vrai que ça va vite, en cinq minutes, j'ai dépensé 1398 euros. En plus mon ordinateur, j'essaie de faire tout ce qu'il me dit mais lui il fait rien de ce que je veux. Déjà quand il me parle, je comprends rien :  « Vous avez mal éteint l'ordinateur, nous allons le reconfigurer. »  Qui ça nous ? Ils sont plusieurs là-dedans ?  « L'application ayant servi à créer ce document est introuvable. »  Si lui il la trouve pas, comment je la trouve moi ?  « Une erreur système est survenue inopinément. »  Genre t'as une erreur système qui se promène : « Je suis une erreur système, qu'est ce que je vais faire ? Tiens, je vais survenir inopinément. »  « Veuillez libérer de la mémoire. »  Je demande pas mieux moi. Mémoire, par ordre de sa majesté, je vous libère. Où elle est la touche mémoire ? Y'a pas de touche mémoire. Tu sais ce que ça veut dire PC ? P'tit con. Il est très poli, mon ordinateur, j'ai beau l'insulter, il continue de me vouvoyer. Poli mais mauvais caractère, des fois il se braque, y'a plus aucune touche qui marche : « Bad Command, Invalid Response. »  Quand il parle anglais, c'est qu'il est très énervé.    source: L'Internet, Anne Roumanoff	Accessible	13.0	2.0	Accessible	Accessible	Accessible	Accessible	3	Accessible	5	Accessible	1	Accessible	Accessible	Accessible
720	9_1	Amoureux    Dans les comédies romantiques,  les amoureux vivent des instants ordinaires mais magiques.  Quand ils vont à la patinoire,  il y en a un qui dérape et se raccroche à l'autre,  et c'est leur premier contact, puis tout un symbole :  ils vont se soutenir, ils seront plus forts ensemble.    Dans les comédies romantiques,  les amoureux se mettent de la peinture sur le nez  pour rire quand ils aménagent leur première maison.  Il sort un écrin de sa poche.  Elle bredouille « Oui ».  The end.  Lumière dans la salle,  on essuie ses yeux humides,  on enfile son manteau.  Dehors, la pluie est moins froide  parce qu'on a une belle histoire dans la tête.    Notre comédie romantique a continué après le « Oui ».  Pendant quarante-trois ans.  On a appris a patiner.  On glissait main dans la main,  ensemble dans la même direction.  C'est pas mal non plus, comme symbole.  Surtout qu'on est beaucoup tombés.  Et qu'on s'est toujours rattrapés.  Pendant quarante-trois ans.  La peinture s'est écaillée.  On a ressorti les pinceaux.  Nos nez en ont vu de toutes les couleurs.  Quarante-trois ans de « Oui »,  ordinaires et magiques.  The end. Hier.  La lumière s'est éteinte.  Je n'ai pas envie d'essuyer mes yeux.  Tu n'es pas là pour m'aider  à enfiler mon manteau.  La pluie est glacée,  tu ne tiens plus le parapluie.    source : Amoureux, Hélène Delforge & Quentin Greban	Facile	9.666666666666666	2.8867513459481287	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Facile	Facile	Facile
1120	9_1	Lidl - Catalogue de la semaine du 13/12 au 19/12    DU MER 13/12 AU DIM 17/12*  Produits disponibles au RAYON FRAIS  Terre & Mer    Huîtres creuses n°3 ou n°3 Marennes Oléron IGP (8)  SELON ARRIVAGE EN SUPERMARCHÉ  n°7095/5606744  Vendues en bourriche de 2 kg à 12.98€ !  -------------  Le kilo  6,49  -------------    Idéal sur vos huîtres !  Perles de saveurs  Citron & poivre ou vinaigre & échalotes  n°5614444  -------------  50 g  3.29  1 kg = 65,80€  -------------    Bulots cuits pasteurisés (9)  n°7100  -------------  500 g  3,69  1 kg = 7,38€  -------------    AQUACULTURE RESPONSABLE asc  asc-aqua.org  Gambas entières crues ASC (11)  30 à 40 pièces au kg  n°5616229  -------------  800 g  8.99  1 kg = 11,24€  -------------    AQUACULTURE RESPONSABLE asc  asc-aqua.org  Crevettes ASC entières cuites (10)  80 à 100 pièces par kg  Préparées en France  n°5608741  -------------  La barquette de 1 kg  7.89  -------------    (8) Élevées en FRANCE (9) Pêché en ATLANTIQUE NORD-EST (10) Élevé en AMÉRIQUE DU SUD (11) Élevé en ÉQUATEUR    *Dans les supermarchés ouverts le dimanche. Retrouvez la liste sur lidl.fr    source : www.lidl.fr	Très Facile	7.333333333333333	4.041451884327381	Facile	Facile	Facile	Facile	3	Accessible	1	Très Facile	3	Facile	Facile	Facile
0	9_1	Questionnaire de Proust    « Le principal trait de mon caractère : la loyauté  La qualité que je préfère chez les hommes : le respect  La qualité que je préfère chez les femmes : la générosité  Mon principal défaut : calme tout le temps  Ma principale qualité : générosité  Ce que j’apprécie le plus chez mes amis : l’ambition  Mon occupation préférée : me promener avec ma fille  Mon rêve de bonheur : mon bonheur c’est pour trouver un bon travail  Quel serait mon plus grand malheur : perdre mon père  À part moi-même qui voudrais-je être : un bébé  Où aimerais-je vivre : au paradis  Mon héros ou mon héroïne préféré(e) : Mandela  Le don de la nature que j’aimerais avoir : docteur  L’état présent de mon esprit : fatigué  La faute qui m’inspire le plus d’indulgence : parler »  Lilian    source : Codes sociaux, liens et frontières. BNF	Accessible	10.0	4.358898943540674	Facile	Accessible	Accessible	Accessible	3	Accessible	2	Très Facile	5	Facile	Facile	Facile
492	9_1	« Martine c’est la professeur.  Avec vous je me sens à l’aise avec mon crayon, vous ne m’avez jamais jugée : pouvoir écrire ma pensée, exprimer mes sentiments qui sont cachés au fond de moi.  Maintenant je suis comme un oiseau, j’écris, tranquille et aimable.  J’écris beaucoup et les écritures maintenant je les adore, j’aime bien écrire.  Waouh l’écriture ! »  Yasmina, Rosa, Lilia, Danushika    source : Codes sociaux, liens et frontières. BNF	Facile	8.0	4.58257569495584	Facile	Facile	Facile	Accessible	3	Facile	2	Très Facile	4	Facile	Facile	Facile
143	9_1	Témoignages.    SUCCÈS D'ANCIENS MONITEURS DE LANGUES  Harold Rennie, coordonnateur des services en français, ministère de l'Éducation de la Nouvelle-Écosse    Explore est un programme canadien qui propose des séjours linguistiques en anglais ou en français, en immersion.    En juin 1973, j'ai obtenu mon diplôme d'études secondaires à Winnipeg, au Canada anglophone, puis j'ai suivi le programme d'été Explore à l'université du Manitoba. Quelques mois auparavant, j'avais fait une demande d'inscription dans cette université. À la fin de l'été, mon français s'était beaucoup amélioré et j'avais même obtenu un crédit universitaire ! Cette expérience m'a aussi permis de me faire une idée plus précise de la réalité francophone du Canada car j'avais pu échanger avec beaucoup de Québécois. Ils étaient venus apprendre l'anglais pendant que nous apprenions le français.    Ensuite, en 1974, j'ai obtenu un poste de moniteur de langue anglaise du programme. Cette expérience m'a beaucoup appris. La même année, j'ai posé ma candidature à un programme d'échanges entre le Manitoba et le Québec.  En 1980, je suis devenu éditeur des publications anglophones à l'Office national du film. Je devais communiquer avec les graphistes francophones ou des collègues qui préféraient travailler en français. Ces personnes ne travaillaient pas du tout comme moi ! Heureusement, le programme Explore m'avait déjà familiarisé avec les différences culturelles entre francophones et anglophones : une connaissance très utile dans ma vie professionnelle !    Le moniteur de langue (terme canadien) assiste le professeur de langue. Il anime des activités pour motiver les élèves. En France, on l'appelle « assistant de langue ».	Facile	11.0	5.196152422706632	Accessible	Facile	Facile	+Complexe	2	Facile	3	Facile	3	Accessible	Accessible	Accessible
132	9_1	Débats - Médias traditionnels, médias sociaux.    Guillaume  On a souvent tendance à opposer les médias traditionnels et les réseaux sociaux. Pourtant, les réseaux sociaux témoignent des mêmes défauts que les médias traditionnels : ils cherchent tous les deux à obtenir des revenus de la publicité.  Cependant, une chose fait toute la différence : sur les réseaux sociaux, on peut échanger, on peut remettre l'info en question. Elle devient coconstruite par les différents utilisateurs.    Lionel  Pas question de réglementer les réseaux sociaux ! En leur demandant de différencier les « fake news » des « real news », nous donnerions à Facebook et Google le pouvoir de contrôler ce qui est vrai et ce qui ne l'est pas.  On peut comprendre l'intention, mais quand même, il vaut mieux que nous soyons sans cesse exposés à des informations qui s'opposent, à des nouvelles qui remettent nos croyances en question.    Christophe  Plusieurs présidents dans le monde ont été élus malgré des campagnes très dures de la part des médias d'information. Bien que les journalistes les aient accusés de contradictions et de mensonges, les électeurs ont voté pour eux. Ils n'ont pas été influencés par ces informations et ont montré que ça leur était égal.  La fameuse influence dont tout le monde parle à l'époque des réseaux sociaux a choisi son camp et a déserté les médias d'information. La victoire de ces présidents est la défaite historique des médias traditionnels.	Accessible	11.666666666666666	1.1547005383792517	Accessible	Accessible	Accessible	Accessible	3	Accessible	1	Accessible	1	Accessible	Accessible	Accessible
1188	9_1	Pour des vacances réussies entre amis.    Entrepotes organise des vacances entre amis, adaptées à votre caractère et à vos goûts !    Pour les fêtards... la Côte d'Azur  Vous adorez faire la fête ? Ces vacances sont faites pour vous ! Pendant la journée, vous allez à la plage, vous vous reposez et vous faites des activités entre amis (jeux, beach-volley...). Le soir, la fête commence ! Nous organisons un itinéraire des meilleures sorties nocturnes : bars, boîtes de nuit, fêtes, casinos... Vous logez avec vos amis dans un appartement à côté de la plage.    Pour les sportifs... l'Île de la Réunion  Vous aimez l'aventure ? Vous faites souvent du sport entre amis ? Pendant ce séjour, nous vous proposons tous les jours une sortie sportive : du VTT, de la randonnée pour découvrir le volcan du Piton de la Fournaise ou de l'escalade à Saint-Leu. Vous logez dans des hôtels calmes et agréables pour bien vous reposer. En plus des activités sportives, nous proposons des sorties culturelles sur l'île !    Pour les gourmands... l'Aveyron  Ce département du sud-ouest de la France est idéal pour les amis qui aiment manger et partager de bons repas. Dans l'Aveyron, il y a des vins et un fromage célèbre, le roquefort. Votre logement est une maison d'hôtes située à Belcastel, l'un des plus beaux villages de France.    Pour les amoureux de la nature... le Bénin  Vous rêvez de nature sauvage ? Nous vous proposons de visiter le Bénin. Au sud : Cotonou et la magnifique ville de Porto Novo, inscrite au patrimoine mondial de l'Unesco. Au nord : les parcs nationaux de la Pendjari et du W, pour observer les animaux sauvages et découvrir de superbes paysages. Vous logez chez l'habitant pour mieux connaître les Béninois, la culture et les traditions du pays.	Très Facile	9.666666666666666	2.8867513459481287	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Accessible	Facile	Accessible
